point_id,latitude,longitude,Code,ratio_cs_sr,organic_carbon_b0,organic_carbon_b10,clay_fraction_0_30,clay_fraction_30_60,sand_fraction_b0,sand_fraction_b10,bulk_density_b0,bulk_density_b10,soil_pH_b0,soil_pH_b10,elevation_m,slope_deg_final,twi_scaled,cs137_kBq_m2,sr90_kBq_m2,k40_Bq_kg,ra226_Bq_kg,th232_Bq_kg,scenario_name
137,51.044,29.73761,682,8.55,5.0,4.0,16.0,18.0,58.0,57.0,136.0,135.0,63.0,63.0,140.0,6.6,6.21,8.26,1.1645,165.0,13.0,12.0,remediation_light
138,51.044203,29.78018,685,6.29,3.0,4.0,17.0,19.0,56.0,56.0,139.0,140.0,59.0,59.0,139.0,3.0,7.34,11.129999999999999,2.159,139.0,8.0,7.0,remediation_light
139,51.04325,29.82336,688,4.36,4.0,4.0,14.0,16.0,63.0,63.0,132.0,132.0,60.0,60.0,146.0,9.7,5.79,17.08,4.76,164.0,9.0,12.0,remediation_light
140,51.04469,29.86551,691,5.47,5.0,5.0,14.0,16.0,67.0,67.0,121.0,122.0,56.0,56.0,150.0,22.4,4.4,24.08,5.3549999999999995,68.0,5.0,5.0,remediation_light
141,51.04398,29.90843,694,3.91,3.0,3.0,17.0,19.0,56.0,56.0,139.0,138.0,62.0,62.0,137.0,7.2,5.88,15.61,4.8365,302.0,17.0,21.0,remediation_light
142,51.044055,29.952572,697,3.85,5.0,4.0,16.0,18.0,55.0,55.0,135.0,134.0,58.0,58.0,134.0,20.0,4.97,21.84,6.885,140.0,13.0,14.0,remediation_light
143,51.04321,30.03807,703,3.57,4.0,4.0,16.0,18.0,58.0,58.0,133.0,131.0,62.0,62.0,123.0,12.4,5.59,47.599999999999994,16.235,98.0,11.0,6.0,remediation_light
144,51.04409,30.07969,706,4.05,4.0,4.0,14.0,15.0,71.0,72.0,138.0,136.0,61.0,60.0,110.0,6.5,5.81,50.11999999999999,15.044999999999998,95.0,9.0,6.0,remediation_light
145,51.043903,30.123726,712,3.33,5.0,5.0,15.0,16.0,62.0,62.0,131.0,131.0,62.0,62.0,117.0,24.3,5.18,81.89999999999999,29.835,190.0,16.0,12.0,remediation_light
146,51.04356,30.16552,716,2.97,5.0,5.0,14.0,15.0,59.0,59.0,130.0,130.0,60.0,60.0,116.0,45.0,3.38,45.99,18.785,170.0,11.0,12.0,remediation_light
147,51.04325,30.18084,717,1.89,3.0,4.0,16.0,16.0,54.0,54.0,137.0,136.0,62.0,62.0,110.0,41.6,4.46,23.87,15.299999999999999,300.0,22.0,17.0,remediation_light
148,51.044871,30.254171,723,2.38,6.0,6.0,15.0,17.0,53.0,53.0,131.0,131.0,63.0,63.0,105.0,12.7,5.26,43.60999999999999,22.27,225.0,33.0,26.0,remediation_light
149,51.0379,29.91425,729,3.72,5.0,5.0,18.0,19.0,55.0,55.0,133.0,131.0,65.0,65.0,135.0,3.0,6.67,27.02,8.84,351.0,21.0,21.0,remediation_light
150,51.0377,30.09093,732,3.28,5.0,5.0,16.0,17.0,59.0,59.0,133.0,132.0,66.0,66.0,110.0,9.5,5.41,47.809999999999995,17.764999999999997,82.0,8.0,7.0,remediation_light
151,51.0352,30.08228,740,3.1,5.0,5.0,15.0,16.0,60.0,60.0,131.0,129.0,60.0,60.0,117.0,8.3,5.71,78.39999999999999,30.770000000000003,90.0,7.0,6.0,remediation_light
152,51.02865,29.91425,785,4.32,4.0,4.0,16.0,18.0,60.0,60.0,134.0,133.0,64.0,64.0,135.0,3.7,6.53,22.679999999999996,6.3835,266.0,19.5,14.0,remediation_light
153,51.02773,29.90069,787,3.54,4.0,4.0,15.0,17.0,59.0,58.0,130.0,130.0,62.0,62.0,136.0,7.0,6.14,16.45,5.6354999999999995,77.0,8.0,4.5,remediation_light
154,51.02546,29.52588,792,27.0,5.0,5.0,17.0,19.0,55.0,55.0,139.0,138.0,63.0,63.0,172.0,4.9,6.83,12.67,0.57035,150.0,15.0,9.0,remediation_light
155,51.02572,29.7098,804,10.2,3.0,4.0,17.0,19.0,54.0,53.0,136.0,133.0,63.0,63.0,159.0,9.8,5.55,9.239999999999998,1.105,148.0,11.0,11.0,remediation_light
156,51.02575,30.06114,831,3.82,5.0,5.0,16.0,17.0,53.0,53.0,129.0,128.0,66.0,66.0,110.0,3.5,6.63,21.279999999999998,6.7575,20.0,14.0,10.0,remediation_light
157,51.02256,29.94257,844,3.75,4.0,4.0,18.0,20.0,53.0,52.0,131.0,132.0,62.0,62.0,126.0,14.8,5.51,25.479999999999997,8.262,180.0,11.0,8.0,remediation_light
158,51.02296,29.49086,851,8.46,6.0,5.0,18.0,19.0,56.0,56.0,133.0,132.0,65.0,65.0,171.0,2.0,7.07,10.36,1.4875,260.0,22.0,13.0,remediation_light
159,51.02015,29.86218,864,3.98,4.0,4.0,15.0,17.0,57.0,57.0,134.0,133.0,63.0,63.0,144.0,8.7,5.57,17.36,5.2955000000000005,195.0,15.0,12.0,remediation_light
160,51.018467,30.082277,877,3.41,7.0,7.0,15.0,16.0,50.0,49.0,129.0,128.0,67.0,67.0,106.0,3.0,6.61,38.08,13.6,64.0,11.0,4.0,remediation_light
161,51.01669,30.05093,879,3.15,5.0,5.0,17.0,18.0,43.0,43.0,134.0,133.0,68.0,68.0,106.0,15.3,5.82,33.879999999999995,13.09,123.0,12.0,11.0,remediation_light
162,51.01683,30.0377,881,2.02,3.0,3.0,18.0,20.0,52.0,52.0,133.0,131.0,66.0,66.0,122.0,16.4,5.23,30.729999999999997,18.53,240.0,14.0,14.0,remediation_light
163,51.01689,30.02491,884,3.01,5.0,5.0,18.0,20.0,55.0,55.0,131.0,132.0,62.0,62.0,125.0,27.6,4.71,32.97,13.26,100.0,10.0,5.0,remediation_light
164,51.01733,30.01091,887,4.17,4.0,4.0,17.0,18.0,58.0,59.0,132.0,130.0,60.0,60.0,125.0,9.2,5.6,25.759999999999998,7.497,100.0,8.0,5.0,remediation_light
165,51.015104,29.995365,888,13.7,4.0,5.0,16.0,17.0,58.0,58.0,128.0,128.0,63.0,62.0,117.0,10.7,6.35,37.8,3.366,120.0,8.0,5.0,remediation_light
166,51.01733,29.96693,890,2.82,5.0,4.0,18.0,20.0,52.0,52.0,133.0,134.0,66.0,66.0,120.0,29.3,5.15,38.15,16.405,180.0,12.0,11.0,remediation_light
167,51.016923,29.952333,893,1.66,4.0,4.0,18.0,19.0,54.0,53.0,130.0,132.0,64.0,64.0,122.0,17.5,5.06,26.809999999999995,19.635,148.0,11.0,9.0,remediation_light
168,51.016923,29.938092,896,5.18,4.0,4.0,18.0,20.0,56.0,56.0,134.0,133.0,64.0,64.0,130.0,13.5,5.21,23.45,5.499499999999999,200.0,13.0,10.0,remediation_light
169,51.01651,29.9092,898,4.15,3.0,3.0,13.0,14.0,70.0,70.0,130.0,131.0,57.0,57.0,136.0,29.3,5.36,22.33,6.5195,113.0,11.0,8.0,remediation_light
170,51.01713,29.86675,901,4.88,3.0,3.0,17.0,19.0,59.0,59.0,136.0,135.0,64.0,64.0,140.0,5.1,6.9,19.179999999999996,4.7685,145.0,10.0,12.0,remediation_light
171,51.01694,29.85252,904,4.18,3.0,4.0,15.0,17.0,54.0,54.0,137.0,137.0,61.0,61.0,145.0,3.8,6.66,26.529999999999998,7.7095,119.0,10.0,8.0,remediation_light
172,51.01673,29.82278,906,16.4,4.0,4.0,13.0,15.0,69.0,69.0,129.0,130.0,60.0,59.0,153.0,5.0,6.71,11.339999999999998,0.83895,40.0,11.0,8.0,remediation_light
173,51.01672,29.7806,909,3.8,5.0,5.0,14.0,15.0,69.0,69.0,129.0,130.0,63.0,63.0,132.0,10.1,6.81,10.29,3.2725,81.0,12.0,10.0,remediation_light
174,51.017546,29.740941,912,9.39,3.0,3.0,17.0,19.0,54.0,54.0,136.0,134.0,62.0,62.0,158.0,7.1,5.7,14.7,1.8955,167.0,11.0,9.5,remediation_light
175,51.01699,29.69527,916,6.37,3.0,3.0,16.0,17.0,57.0,57.0,137.0,135.0,61.0,61.0,165.0,3.8,6.6,7.56,1.4364999999999999,277.0,23.0,15.0,remediation_light
176,51.016936,29.652507,921,7.75,3.0,3.0,14.0,15.0,59.0,58.0,140.0,138.0,61.0,61.0,173.0,12.3,5.44,12.67,1.9889999999999999,260.0,15.0,14.0,remediation_light
177,51.016936,29.62395,924,5.76,4.0,4.0,16.0,17.0,56.0,56.0,135.0,133.0,61.0,61.0,172.0,13.1,5.89,9.73,2.0485,273.0,14.0,16.0,remediation_light
178,51.017298,29.610322,925,15.3,4.0,4.0,17.0,19.0,56.0,55.0,137.0,135.0,61.0,61.0,171.0,6.8,5.95,9.03,0.71315,221.0,15.0,13.0,remediation_light
179,51.016936,29.566834,928,15.3,5.0,4.0,17.0,18.0,55.0,54.0,135.0,134.0,60.0,60.0,175.0,25.3,5.0,15.749999999999998,1.2495,154.0,13.0,11.0,remediation_light
180,51.01683,29.52235,932,10.9,4.0,4.0,16.0,18.0,54.0,54.0,133.0,133.0,61.0,61.0,167.0,8.5,5.51,28.49,3.162,272.0,17.0,19.0,remediation_light
181,51.01756,29.5101,935,15.2,5.0,5.0,19.0,21.0,55.0,54.0,132.0,129.0,62.0,62.0,167.0,3.8,6.98,23.099999999999998,1.8444999999999998,289.0,25.0,17.0,remediation_light
182,51.016936,29.494968,936,24.4,7.0,6.0,19.0,21.0,55.0,55.0,133.0,134.0,66.0,66.0,166.0,0.8,8.05,8.959999999999999,0.4454,155.0,14.0,8.5,remediation_light
183,51.016923,29.481023,938,6.19,4.0,5.0,19.0,21.0,53.0,52.0,132.0,130.0,64.0,64.0,173.0,4.5,6.15,10.569999999999999,2.0655,129.0,17.0,9.0,remediation_light
184,51.0116,30.02819,964,2.7,4.0,4.0,18.0,19.0,48.0,47.0,130.0,129.0,62.0,62.0,117.0,38.6,4.23,32.269999999999996,14.45,95.0,10.0,11.0,remediation_light
185,51.01114,29.85768,969,3.68,4.0,4.0,16.0,18.0,55.0,55.0,136.0,135.0,62.0,62.0,144.0,9.3,6.37,24.64,8.126,205.0,14.0,13.0,remediation_light
186,51.010941,29.695343,974,6.31,5.0,5.0,16.0,18.0,54.0,53.0,134.0,134.0,63.0,63.0,159.0,3.4,7.48,12.739999999999998,2.4565,287.0,24.0,18.0,remediation_light
187,51.010941,29.681065,977,9.5,4.0,4.0,18.0,20.0,54.0,54.0,139.0,138.0,63.0,62.0,173.0,13.9,5.35,6.432999999999999,0.8228,246.0,18.0,14.0,remediation_light
188,51.011283,29.61909,978,7.59,4.0,4.0,16.0,17.0,65.0,65.0,135.0,134.0,61.0,61.0,169.0,3.6,6.3,8.399999999999999,1.343,345.0,28.0,21.0,remediation_light
189,51.00804,29.52415,985,9.27,4.0,4.0,15.0,17.0,57.0,57.0,131.0,133.0,62.0,61.0,161.0,9.4,6.3,10.01,1.309,247.0,14.0,15.0,remediation_light
190,51.008,29.77188,1005,5.27,4.0,4.0,17.0,19.0,64.0,63.0,136.0,135.0,64.0,64.0,140.0,7.5,6.37,10.36,2.3885,127.0,15.0,8.0,remediation_light
191,51.0079,29.86667,1015,3.6,4.0,3.0,15.0,17.0,59.0,58.0,135.0,136.0,63.0,63.0,145.0,5.3,6.17,17.849999999999998,6.0009999999999994,161.0,21.0,9.0,remediation_light
192,51.00832,29.95249,1022,6.63,4.0,4.0,18.0,19.0,54.0,53.0,135.0,136.0,70.0,71.0,137.0,2.5,6.67,27.72,5.0745,270.0,15.0,16.0,remediation_light
193,51.0072,30.01928,1028,1.96,5.0,5.0,19.0,20.0,43.0,43.0,131.0,130.0,63.0,63.0,130.0,14.0,5.13,36.12,22.355,207.0,12.0,12.0,remediation_light
194,51.00467,30.00338,1034,3.34,4.0,4.0,20.0,21.0,50.0,49.0,133.0,132.0,61.0,61.0,132.0,4.5,5.93,45.849999999999994,16.66,237.0,16.0,14.0,remediation_light
195,51.0051,29.79124,1038,5.47,5.0,5.0,16.0,17.0,60.0,60.0,134.0,133.0,64.0,64.0,130.0,23.8,4.56,13.72,3.0345,135.0,11.0,11.0,remediation_light
196,51.001948,29.695343,1049,10.8,3.0,4.0,16.0,18.0,59.0,58.0,138.0,137.0,62.0,62.0,163.0,8.3,6.2,14.77,1.666,259.0,15.0,15.0,remediation_light
197,50.99842,29.76682,1075,6.7,3.0,3.0,16.0,18.0,57.0,56.0,137.0,135.0,64.0,64.0,146.0,10.9,5.68,13.929999999999998,2.533,289.0,21.0,20.0,remediation_light
198,50.99902,29.52905,1093,9.9,4.0,4.0,16.0,17.0,68.0,68.0,135.0,136.0,62.0,62.0,160.0,22.5,4.89,10.149999999999999,1.2409999999999999,125.0,15.0,8.0,remediation_light
199,50.99581,29.92384,1106,2.48,4.0,4.0,18.0,20.0,50.0,49.0,133.0,131.0,62.0,62.0,138.0,5.1,6.57,6.972,3.4169999999999994,195.0,13.0,12.0,remediation_light
200,50.98989,29.52395,1120,22.0,4.0,4.0,18.0,20.0,60.0,60.0,132.0,134.0,65.0,65.0,157.0,4.5,6.58,13.299999999999999,0.7327,228.0,18.0,15.0,remediation_light
201,50.99044,29.56701,1123,7.29,5.0,4.0,10.0,11.0,72.0,73.0,122.0,126.0,59.0,59.0,182.0,43.4,3.73,7.91,1.309,95.0,9.0,6.5,remediation_light
202,50.99004,29.58575,1125,7.8,3.0,3.0,18.0,19.0,63.0,62.0,135.0,134.0,63.0,63.0,162.0,10.1,5.72,9.73,1.513,140.0,14.0,7.0,remediation_light
203,50.98957,29.60909,1128,9.88,5.0,4.0,18.0,19.0,58.0,57.0,139.0,137.0,63.0,63.0,161.0,2.2,7.26,10.92,1.3345,218.0,16.0,18.0,remediation_light
204,50.989943,29.6525,1131,13.3,4.0,4.0,18.0,19.0,56.0,56.0,136.0,134.0,62.0,62.0,173.0,4.6,6.13,10.149999999999999,0.918,265.0,16.0,16.0,remediation_light
205,50.989943,29.695338,1134,17.0,4.0,4.0,15.0,17.0,72.0,71.0,129.0,128.0,60.0,60.0,171.0,10.6,5.9,14.91,1.0625,90.0,7.0,6.0,remediation_light
206,50.98956,29.73812,1137,7.2,6.0,6.0,17.0,19.0,48.0,48.0,138.0,136.0,61.0,61.0,159.0,10.5,5.9,19.04,3.2129999999999996,272.0,18.0,17.0,remediation_light
207,50.98991,29.7527,1138,2.54,4.0,4.0,15.0,17.0,54.0,53.0,138.0,136.0,63.0,63.0,155.0,17.0,5.37,13.51,6.451499999999999,184.0,21.0,14.0,remediation_light
208,50.99019,29.767031,1141,6.03,4.0,4.0,16.0,17.0,60.0,60.0,136.0,135.0,63.0,63.0,144.0,20.8,4.54,41.79,8.415000000000001,206.0,13.0,16.0,remediation_light
209,50.99056,29.78161,1144,7.88,3.0,3.0,18.0,20.0,53.0,53.0,133.0,133.0,64.0,64.0,152.0,4.8,6.03,16.099999999999998,2.4819999999999998,215.0,15.0,13.0,remediation_light
210,50.98869,29.82286,1147,11.8,4.0,4.0,20.0,21.0,60.0,61.0,137.0,139.0,66.0,66.0,126.0,12.4,5.51,11.69,1.1985,80.0,5.0,5.0,remediation_light
211,50.991258,29.865266,1150,16.8,4.0,4.0,13.0,14.0,66.0,66.0,131.0,131.0,61.0,61.0,157.0,16.2,5.25,26.95,1.9465,69.0,7.0,4.0,remediation_light
212,50.98952,29.90993,1153,4.31,4.0,4.0,17.0,18.0,49.0,49.0,132.0,132.0,64.0,64.0,141.0,7.1,5.69,24.849999999999998,7.004,212.0,15.0,14.0,remediation_light
213,50.99009,29.95323,1157,5.67,4.0,4.0,19.0,20.0,50.0,50.0,138.0,138.0,63.0,63.0,136.0,3.1,7.19,36.54,7.828500000000001,264.0,18.0,18.0,remediation_light
214,50.99025,29.99456,1162,2.15,7.0,7.0,20.0,21.0,47.0,48.0,134.0,132.0,64.0,64.0,108.0,1.2,8.2,26.95,15.214999999999998,110.0,15.0,8.0,remediation_light
215,50.98754,29.98126,1168,19.9,5.0,5.0,19.0,20.0,49.0,49.0,134.0,134.0,62.0,62.0,117.0,11.1,5.24,35.699999999999996,2.176,211.0,20.0,14.0,remediation_light
216,50.986961,29.966644,1171,3.58,5.0,5.0,17.0,19.0,50.0,50.0,133.0,132.0,60.0,60.0,135.0,13.6,5.32,49.209999999999994,16.66,260.0,18.0,17.0,remediation_light
217,50.986,29.91985,1172,5.46,4.0,4.0,18.0,19.0,47.0,47.0,131.0,130.0,65.0,65.0,141.0,4.4,7.12,26.39,5.865,273.0,17.0,21.0,remediation_light
218,50.983963,29.666786,1189,11.9,3.0,4.0,16.0,17.0,65.0,65.0,136.0,135.0,59.0,59.0,174.0,4.8,6.02,17.429999999999996,1.768,186.0,14.0,13.0,remediation_light
219,50.980965,30.052317,1198,2.54,7.0,6.0,17.0,18.0,52.0,52.0,129.0,129.0,66.0,66.0,109.0,4.1,6.6,4.5009999999999994,2.1504999999999996,51.0,7.0,4.0,remediation_light
220,50.98092,29.97109,1203,8.6,5.0,4.0,17.0,19.0,52.0,52.0,126.0,127.0,61.0,61.0,122.0,37.1,4.41,37.94,5.3549999999999995,80.0,8.0,5.0,remediation_light
221,50.980922,29.952048,1205,1.54,4.0,4.0,18.0,20.0,49.0,49.0,133.0,134.0,65.0,65.0,138.0,5.5,6.61,22.049999999999997,17.34,290.0,19.0,19.0,remediation_light
222,50.98036,29.78619,1218,7.37,3.0,3.0,17.0,18.0,55.0,55.0,136.0,135.0,63.0,64.0,154.0,12.6,5.59,16.729999999999997,2.7624999999999997,200.0,13.0,13.0,remediation_light
223,50.98055,29.7714,1221,4.98,4.0,4.0,17.0,18.0,59.0,58.0,136.0,137.0,63.0,63.0,139.0,19.2,5.48,17.009999999999998,4.156499999999999,158.0,13.0,11.0,remediation_light
224,50.98108,29.75715,1223,6.64,3.0,3.0,16.0,18.0,54.0,54.0,134.0,132.0,64.0,64.0,157.0,5.3,6.08,26.95,4.9215,263.0,16.0,14.0,remediation_light
225,50.98098,29.60994,1236,11.9,3.0,4.0,15.0,17.0,66.0,66.0,136.0,135.0,63.0,63.0,166.0,11.2,5.39,13.299999999999999,1.3685,115.0,15.0,7.0,remediation_light
226,50.980348,29.595394,1239,6.2,4.0,4.0,17.0,18.0,69.0,68.0,138.0,137.0,61.0,61.0,158.0,9.4,5.58,7.56,1.4789999999999999,165.0,10.0,11.0,remediation_light
227,50.9809,29.58118,1242,10.5,4.0,4.0,16.0,17.0,64.0,64.0,134.0,134.0,60.0,60.0,152.0,20.9,5.35,15.47,1.7764999999999997,177.0,27.0,12.0,remediation_light
228,50.98112,29.43281,1252,38.3,4.0,4.0,17.0,18.0,58.0,58.0,135.0,134.0,60.0,60.0,170.0,1.9,7.13,18.27,0.58055,118.0,10.5,7.0,remediation_light
229,50.977968,29.662026,1261,10.8,3.0,4.0,16.0,18.0,70.0,70.0,134.0,134.0,58.0,58.0,168.0,4.9,6.76,17.779999999999998,1.9975,170.0,8.0,9.0,remediation_light
230,50.97835,30.01494,1271,6.59,5.0,7.0,19.0,20.0,51.0,51.0,129.0,129.0,70.0,70.0,115.0,33.9,4.28,43.05,7.930499999999999,45.0,6.0,4.0,remediation_light
231,50.97511,29.5334,1276,21.3,5.0,4.0,16.0,18.0,63.0,62.0,127.0,128.0,65.0,65.0,156.0,9.5,5.7,10.219999999999999,0.58055,171.0,14.0,9.0,remediation_light
232,50.97487,29.52447,1278,8.93,3.0,3.0,16.0,19.0,60.0,60.0,138.0,136.0,62.0,62.0,159.0,4.3,6.42,6.272,0.85,163.0,12.0,10.0,remediation_light
233,50.9752,29.51049,1281,15.0,3.0,3.0,18.0,19.0,62.0,61.0,136.0,134.0,63.0,63.0,159.0,15.6,5.54,16.59,1.343,74.0,11.0,5.0,remediation_light
234,50.97223,29.77673,1311,6.27,4.0,4.0,17.0,18.0,55.0,54.0,136.0,135.0,61.0,61.0,147.0,23.1,4.83,20.299999999999997,3.9354999999999998,380.0,25.0,26.0,remediation_light
235,50.97124,29.92359,1321,5.41,3.0,3.0,17.0,18.0,57.0,56.0,139.0,138.0,63.0,63.0,142.0,11.3,5.27,19.179999999999996,4.300999999999999,240.0,14.0,16.0,remediation_light
236,50.97261,30.00841,1326,2.48,5.0,5.0,15.0,16.0,49.0,49.0,127.0,126.0,67.0,67.0,110.0,6.6,6.21,51.24,25.075,53.0,6.0,5.0,remediation_light
237,50.96872,29.948,1331,3.99,4.0,4.0,18.0,19.0,54.0,53.0,133.0,133.0,63.0,63.0,121.0,34.4,4.33,21.84,6.6555,145.0,10.0,14.0,remediation_light
238,50.96917,29.87584,1336,3.61,3.0,4.0,20.0,22.0,59.0,59.0,133.0,131.0,60.0,60.0,130.0,10.8,6.05,6.3069999999999995,2.125,127.0,11.0,7.0,remediation_light
239,50.962413,29.996578,1357,7.75,10.0,10.0,14.0,16.0,58.0,58.0,119.0,122.0,58.0,58.0,127.0,14.9,5.59,40.74,6.3835,56.0,8.0,5.0,remediation_light
240,50.9628,29.93671,1360,5.05,3.0,4.0,18.0,19.0,55.0,55.0,135.0,136.0,65.0,65.0,132.0,30.5,4.83,40.25,9.69,180.0,12.0,15.0,remediation_light
241,50.96273,29.92281,1363,7.41,3.0,4.0,16.0,17.0,63.0,63.0,136.0,135.0,63.0,63.0,139.0,9.6,5.64,18.689999999999998,3.06,80.0,6.0,5.0,remediation_light
242,50.96457,29.91055,1364,3.98,4.0,5.0,15.0,16.0,60.0,60.0,126.0,126.0,60.0,60.0,145.0,15.8,5.55,5.404,1.649,80.0,6.0,6.0,remediation_light
243,50.96309,29.88077,1366,7.86,3.0,3.0,18.0,20.0,57.0,58.0,137.0,138.0,64.0,64.0,126.0,12.3,5.71,35.699999999999996,5.5165,88.0,8.0,7.0,remediation_light
244,50.96238,29.86654,1368,6.56,5.0,5.0,16.0,17.0,57.0,57.0,131.0,129.0,60.0,59.0,119.0,20.3,5.51,22.959999999999997,4.25,135.0,15.0,15.0,remediation_light
245,50.96257,29.82359,1371,22.9,5.0,5.0,12.0,13.0,68.0,67.0,131.0,132.0,58.0,58.0,158.0,23.9,4.96,20.86,1.105,75.0,66.0,49.0,remediation_light
246,50.96294,29.7816,1374,4.27,4.0,4.0,13.0,15.0,66.0,65.0,131.0,131.0,56.0,56.0,153.0,18.8,5.39,20.929999999999996,5.95,372.0,24.0,25.0,remediation_light
247,50.96336,29.75333,1378,7.59,4.0,4.0,16.0,17.0,57.0,57.0,137.0,136.0,65.0,65.0,148.0,11.2,5.79,13.72,2.1845,214.0,13.0,15.0,remediation_light
248,50.96312,29.73859,1379,9.78,4.0,5.0,17.0,18.0,61.0,61.0,138.0,139.0,62.0,62.0,158.0,9.9,5.76,17.639999999999997,2.1845,180.0,9.5,10.0,remediation_light
249,50.961887,29.695044,1382,26.4,8.0,7.0,14.0,15.0,69.0,68.0,128.0,128.0,58.0,58.0,174.0,8.6,5.85,17.849999999999998,0.8202499999999999,80.0,9.0,5.0,remediation_light
250,50.962583,29.651804,1385,10.2,5.0,5.0,12.0,13.0,75.0,75.0,129.0,129.0,56.0,56.0,161.0,19.7,5.61,17.429999999999996,2.074,98.0,16.0,11.0,remediation_light
251,50.962043,29.609604,1388,31.3,6.0,5.0,12.0,13.0,78.0,79.0,124.0,129.0,56.0,56.0,157.0,15.4,5.77,15.399999999999999,0.5975499999999999,112.0,11.0,9.0,remediation_light
252,50.963843,29.568409,1391,9.43,5.0,4.0,12.0,14.0,75.0,75.0,117.0,123.0,55.0,55.0,161.0,14.1,5.28,7.839999999999999,1.0114999999999998,64.0,7.0,4.0,remediation_light
253,50.962981,29.52422,1394,34.8,6.0,6.0,15.0,16.0,58.0,57.0,125.0,132.0,60.0,60.0,157.0,8.8,5.68,13.86,0.48194999999999993,112.0,12.0,7.0,remediation_light
254,50.96309,29.48104,1396,15.3,9.0,8.0,15.0,17.0,61.0,62.0,125.0,133.0,60.0,60.0,177.0,10.6,5.46,11.2,0.884,77.0,10.0,5.0,remediation_light
255,50.96295,29.43806,1399,72.7,4.0,4.0,11.0,12.0,71.0,71.0,129.0,131.0,58.0,58.0,180.0,13.6,4.81,22.89,0.3825,162.0,15.0,10.0,remediation_light
256,50.95675,29.88591,1417,7.14,5.0,5.0,16.0,18.0,60.0,61.0,130.0,131.0,62.0,62.0,117.0,20.5,5.73,22.049999999999997,3.7569999999999997,193.0,25.0,10.0,remediation_light
257,50.956985,29.466881,1427,18.1,3.0,4.0,14.0,16.0,65.0,65.0,133.0,133.0,61.0,61.0,165.0,5.4,6.57,9.17,0.6154,45.0,9.0,7.0,remediation_light
258,50.95397,29.481144,1433,18.7,3.0,3.0,17.0,18.0,62.0,61.0,134.0,134.0,62.0,62.0,162.0,5.7,6.91,13.51,0.884,180.0,9.0,8.0,remediation_light
259,50.953985,29.495439,1436,5.2,3.0,3.0,18.0,20.0,60.0,60.0,134.0,133.0,63.0,63.0,166.0,13.3,5.4,13.44,3.1365,170.0,11.0,10.0,remediation_light
260,50.953985,29.566834,1443,13.3,4.0,4.0,17.0,18.0,58.0,58.0,131.0,130.0,65.0,65.0,150.0,18.4,5.37,14.35,1.3175,139.0,13.0,9.0,remediation_light
261,50.953985,29.576353,1444,11.0,6.0,5.0,15.0,17.0,61.0,61.0,127.0,131.0,60.0,60.0,149.0,44.5,3.77,12.25,1.3515,115.0,7.0,8.0,remediation_light
262,50.95394,29.75214,1460,9.59,3.0,3.0,15.0,17.0,65.0,65.0,135.0,135.0,60.0,60.0,157.0,3.5,6.35,28.7,3.6294999999999997,286.0,21.0,16.0,remediation_light
263,50.95425,29.7667,1463,8.93,4.0,4.0,11.0,12.0,71.0,71.0,124.0,126.0,55.0,55.0,163.0,34.0,3.8,27.72,3.7655,222.0,13.5,15.0,remediation_light
264,50.953443,29.927568,1475,13.5,4.0,4.0,17.0,19.0,51.0,51.0,126.0,127.0,65.0,65.0,131.0,44.8,3.81,51.66,4.641,60.0,5.0,12.0,remediation_light
265,50.95103,29.67626,1490,11.0,4.0,3.0,16.0,18.0,61.0,61.0,137.0,135.0,62.0,62.0,158.0,11.1,5.69,19.46,2.159,106.0,11.0,7.0,remediation_light
266,50.950989,29.581112,1491,9.52,4.0,4.0,14.0,15.0,61.0,60.0,133.0,132.0,63.0,63.0,140.0,21.8,4.56,12.11,1.547,71.0,8.0,5.0,remediation_light
267,50.94813,29.45218,1499,10.5,5.0,4.0,19.0,20.0,58.0,58.0,132.0,131.0,65.0,65.0,169.0,5.5,6.19,16.31,1.887,278.0,18.0,15.0,remediation_light
268,50.947991,29.7477,1502,7.78,5.0,4.0,15.0,16.0,68.0,68.0,127.0,128.0,59.0,59.0,156.0,5.5,6.34,21.77,3.4,224.0,17.0,14.0,remediation_light
269,50.94781,29.89494,1505,4.22,4.0,4.0,16.0,18.0,53.0,53.0,126.0,127.0,65.0,65.0,137.0,28.0,4.72,43.959999999999994,12.665,148.0,18.0,22.0,remediation_light
270,50.94806,29.90969,1508,9.72,5.0,5.0,19.0,20.0,55.0,55.0,132.0,133.0,59.0,60.0,117.0,19.7,4.55,44.17,5.5165,190.0,16.0,18.0,remediation_light
271,50.94785,29.98131,1510,3.94,4.0,4.0,18.0,19.0,60.0,62.0,124.0,124.0,64.0,64.0,112.0,5.1,7.07,50.68,15.639999999999999,78.0,13.0,7.0,remediation_light
272,50.94508,29.90914,1525,5.04,4.0,4.0,20.0,21.0,49.0,51.0,129.0,127.0,65.0,65.0,128.0,12.0,5.53,32.9,7.930499999999999,117.0,11.0,9.0,remediation_light
273,50.94423,29.89427,1528,8.23,5.0,4.0,16.0,17.0,49.0,49.0,125.0,124.0,68.0,69.0,140.0,9.4,5.57,40.39,5.9585,129.0,11.0,9.0,remediation_light
274,50.94487,29.8806,1531,3.58,4.0,4.0,17.0,18.0,52.0,52.0,130.0,130.0,64.0,64.0,148.0,8.2,5.93,17.71,6.0264999999999995,132.0,10.0,9.0,remediation_light
